nces_id,url,parsed_path
0100197,https://wwww.facebook.com/mymaefnetwork,mymaefnetwork
0100190,https://wwww.facebook.com/alabastercityschools/,alabastercityschools/
0100005,https://wwww.facebook.com/albertvilleschools/,albertvilleschools/
0100030,https://wwww.facebook.com/alexander-city-schools-211441775676594/,alexander-city-schools-211441775676594/
0100090,https://wwww.facebook.com/acsbulldogs/,acsbulldogs/
0100210,https://wwww.facebook.com/auburncityedu/,auburncityedu/
0100240,https://wwww.facebook.com/autauga-county-school-system-569762506412543/,autauga-county-school-system-569762506412543/
0100330,https://wwww.facebook.com/bcstigers/,bcstigers/
0100390,https://wwww.facebook.com/birmingham-city-school-system-1417462398484288/,birmingham-city-school-system-1417462398484288/
0100510,https://wwww.facebook.com/butlercountyss/,butlercountyss/
0100540,https://wwww.facebook.com/calhouncountyboe,calhouncountyboe
0100600,https://wwww.facebook.com/chamberscountyschooldistrict,chamberscountyschooldistrict
0100188,https://wwww.facebook.com/chickasaw-city-schools-482235791805003/,chickasaw-city-schools-482235791805003/
0100660,https://wwww.facebook.com/pages/chilton-county-school-district/1418177841735719,pages/chilton-county-school-district/1418177841735719
0100660,https://wwww.facebook.com/chiltoncountyschooldistrict/,chiltoncountyschooldistrict/
0100750,https://wwww.facebook.com/pages/clay-county-board-of-education/926850330736055,pages/clay-county-board-of-education/926850330736055
0100780,https://wwww.facebook.com/cleburneschools/,cleburneschools/
0100840,https://wwww.facebook.com/colbertcountyschools,colbertcountyschools
0100870,https://wwww.facebook.com/conecuhcountyal,conecuhcountyal
0100900,https://wwww.facebook.com/coosa-county-school-system-1358964240820036/,coosa-county-school-system-1358964240820036/
0100960,https://wwww.facebook.com/schoolinsites,schoolinsites
0100990,https://wwww.facebook.com/cullmancityschools/,cullmancityschools/
0101020,https://wwww.facebook.com/cullman-county-schools-598871463471843/,cullman-county-schools-598871463471843/
0101020,https://wwww.facebook.com/pages/cullman-county-schools/598871463471843,pages/cullman-county-schools/598871463471843
0101050,https://wwww.facebook.com/pages/dale-county-board-of-education/618295878205837,pages/dale-county-board-of-education/618295878205837
0101080,https://wwww.facebook.com/schoolinsites,schoolinsites
0101170,https://wwww.facebook.com/pages/decatur-city-schools-decatur-alabama/119770561413186,pages/decatur-city-schools-decatur-alabama/119770561413186
0101140,https://wwww.facebook.com/dekalbalabamaschools/,dekalbalabamaschools/
0101200,https://wwww.facebook.com/demopolis-city-schools-161514640584876/,demopolis-city-schools-161514640584876/
0101290,https://wwww.facebook.com/ecboe,ecboe
0101380,https://wwww.facebook.com/pages/etowah-county-schools/113572661996552,pages/etowah-county-schools/113572661996552
0101470,https://wwww.facebook.com/fayette-county-board-of-education-fayette-alabama-704794806313282/,fayette-county-board-of-education-fayette-alabama-704794806313282/
0101560,https://wwww.facebook.com/fortpayneschools,fortpayneschools
0101590,https://wwww.facebook.com/franklincountyschoolsalabama/,franklincountyschoolsalabama/
0101660,NA,NA
0101730,https://wwww.facebook.com/hartselle-city-schools-253050258058189/,hartselle-city-schools-253050258058189/
0101800,https://wwww.facebook.com/huntsvillecityschools/,huntsvillecityschools/
0101800,https://wwww.facebook.com/huntsvillecityschools,huntsvillecityschools
0101800,https://wwww.facebook.com/194325677417281/posts/1378734685643035/,194325677417281/posts/1378734685643035/
0101800,https://wwww.facebook.com/2177040912573092/posts/2630636620546850/,2177040912573092/posts/2630636620546850/
0101830,https://wwww.facebook.com/jcboeal/,jcboeal/
0101860,https://wwww.facebook.com/jacksonville-city-schools-243785715643405/,jacksonville-city-schools-243785715643405/
0101890,https://wwww.facebook.com/jasper-city-schools-211955125502599/,jasper-city-schools-211955125502599/
0101920,https://wwww.facebook.com/jefcoed/,jefcoed/
0102010,https://wwww.facebook.com/llaudcoss/,llaudcoss/
0102040,https://wwww.facebook.com/lawrence-county-alabama-schools-444351355673109/,lawrence-county-alabama-schools-444351355673109/
0102070,https://wwww.facebook.com/leecoschools,leecoschools
0102070,https://wwww.facebook.com/leecoschools/,leecoschools/
0102160,https://wwww.facebook.com/lowndes-county-public-schools-507498469404564/,lowndes-county-public-schools-507498469404564/
0102160,https://wwww.facebook.com/lowndes-county-public-schools-507498469404564,lowndes-county-public-schools-507498469404564
0102220,https://wwww.facebook.com/madcoschools,madcoschools
0102310,https://wwww.facebook.com/marioncoschools/,marioncoschools/
0102370,https://wwww.facebook.com/mobilecountypublicschools,mobilecountypublicschools
0102400,https://wwww.facebook.com/mcboeschools,mcboeschools
0102430,https://wwww.facebook.com/montgomerypublicschools/,montgomerypublicschools/
0102520,https://wwww.facebook.com/muscleshoalscityschools/,muscleshoalscityschools/
0102580,https://wwww.facebook.com/opelikaschools/,opelikaschools/
0102610,https://wwww.facebook.com/opp-city-schools-119452261440807,opp-city-schools-119452261440807
0100194,https://wwww.facebook.com/pelhamcityschoolsal/,pelhamcityschoolsal/
0102700,https://wwww.facebook.com/phenixcityschools/,phenixcityschools/
0102730,https://wwww.facebook.com/pickens.countyschools/,pickens.countyschools/
0102790,https://wwww.facebook.com/pikeco.schoolsal,pikeco.schoolsal
0100195,https://wwww.facebook.com/pikeroadschools,pikeroadschools
0102850,https://wwww.facebook.com/roanokecityschools/,roanokecityschools/
0102880,https://wwww.facebook.com/russellcsd/,russellcsd/
